weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,shortwave_radiation_sum,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,et0_fao_evapotranspiration,latitude,longitude,elevation,year,month,day,sunrise_hour,sunrise_minute,sunset_hour,sunset_minute,city_Colombo,city_Mount Lavinia
63,28.3,24.0,25.8,33.5,28.8,30.9,15.15,8.1,8.1,0.0,7.0,10.5,27.7,328,3.03,7.0,79.899994,16.0,2011,11,6,0,28,12,19,1,False
61,29.4,24.0,25.7,36.8,28.4,30.7,16.94,7.1,7.1,0.0,12.0,12.1,27.0,333,3.31,7.0,79.899994,16.0,2011,11,7,0,28,12,19,1,False
53,29.8,23.8,26.2,35.3,27.5,30.7,18.89,0.7,0.7,0.0,2.0,16.0,31.0,12,3.79,7.0,79.899994,16.0,2011,11,8,0,29,12,19,1,False
51,30.2,22.5,26.1,36.0,25.3,30.1,22.01,0.2,0.2,0.0,1.0,13.6,24.5,353,4.56,7.0,79.899994,16.0,2011,11,9,0,29,12,19,1,False
2,29.9,22.2,25.6,33.6,24.9,29.2,22.15,0.0,0.0,0.0,0.0,10.6,21.2,29,4.5,7.0,79.899994,16.0,2011,11,10,0,29,12,19,1,False
1,30.0,22.7,26.2,34.6,26.1,30.3,21.88,0.0,0.0,0.0,0.0,8.6,20.5,3,4.52,7.0,79.899994,16.0,2011,11,11,0,29,12,19,1,False
1,30.3,22.9,26.4,36.0,26.9,31.3,23.48,0.0,0.0,0.0,0.0,11.0,22.0,350,4.74,7.0,79.899994,16.0,2011,11,12,0,30,12,19,1,False
51,30.5,22.7,26.5,37.2,26.8,31.7,21.74,1.7,1.7,0.0,8.0,9.5,20.9,167,4.41,7.0,79.899994,16.0,2011,11,13,0,30,12,19,1,False
51,30.4,23.4,26.6,36.5,27.9,31.7,21.04,0.7,0.7,0.0,3.0,8.9,25.6,24,4.33,7.0,79.899994,16.0,2011,11,14,0,30,12,19,1,False
2,30.7,23.2,26.8,35.9,27.3,31.7,20.54,0.0,0.0,0.0,0.0,6.1,17.6,71,4.2,7.0,79.899994,16.0,2011,11,15,0,30,12,19,1,False
55,29.9,23.5,26.2,36.1,28.2,31.3,19.59,2.6,2.6,0.0,5.0,11.5,27.7,12,3.96,7.0,79.899994,16.0,2011,11,16,0,31,12,19,1,False
63,29.7,23.7,26.1,35.7,28.4,31.3,18.72,14.7,14.7,0.0,13.0,9.5,29.2,170,3.74,7.0,79.899994,16.0,2011,11,17,0,31,12,19,1,False
63,29.3,24.0,26.0,36.1,29.2,31.5,18.4,10.4,10.4,0.0,12.0,12.1,28.8,326,3.64,7.0,79.899994,16.0,2011,11,18,0,31,12,19,1,False
61,30.5,24.2,26.6,36.6,29.1,32.1,17.52,3.0,3.0,0.0,5.0,7.7,25.6,61,3.6,7.0,79.899994,16.0,2011,11,19,0,32,12,19,1,False
65,29.9,24.2,26.0,36.3,28.9,31.4,14.44,21.0,21.0,0.0,10.0,7.6,23.4,17,2.97,7.0,79.899994,16.0,2011,11,20,0,32,12,19,1,False
65,29.4,23.8,25.7,34.9,27.5,30.7,13.02,25.6,25.6,0.0,9.0,9.9,23.8,346,2.72,7.0,79.899994,16.0,2011,11,21,0,32,12,19,1,False
61,30.3,23.7,26.9,35.5,27.4,31.0,18.19,5.6,5.6,0.0,7.0,12.4,34.9,24,3.92,7.0,79.899994,16.0,2011,11,22,0,33,12,20,1,False
61,29.6,24.7,26.5,34.3,28.0,30.9,13.73,7.1,7.1,0.0,7.0,14.9,34.6,17,2.96,7.0,79.899994,16.0,2011,11,23,0,33,12,20,1,False
63,29.4,24.1,25.9,35.1,28.3,31.0,10.98,18.9,18.9,0.0,13.0,10.5,28.1,33,2.36,7.0,79.899994,16.0,2011,11,24,0,34,12,20,1,False
63,28.0,24.1,25.5,32.8,26.1,28.9,8.13,12.7,12.7,0.0,21.0,30.2,55.8,129,2.16,7.0,79.899994,16.0,2011,11,25,0,34,12,20,1,False
63,27.6,24.2,24.9,32.3,27.1,29.0,8.02,29.1,29.1,0.0,24.0,17.7,46.8,165,1.63,7.0,79.899994,16.0,2011,11,26,0,34,12,20,1,False
63,27.3,23.5,24.9,32.6,28.2,29.7,10.18,26.0,26.0,0.0,21.0,14.8,37.8,214,2.08,7.0,79.899994,16.0,2011,11,27,0,35,12,20,1,False
51,28.7,23.3,26.1,34.7,28.1,31.4,13.43,1.5,1.5,0.0,6.0,9.0,41.8,337,2.77,7.0,79.899994,16.0,2011,11,28,0,35,12,21,1,False
63,29.9,23.4,26.2,36.0,28.1,31.5,18.61,9.6,9.6,0.0,8.0,11.1,29.5,345,3.68,7.0,79.899994,16.0,2011,11,29,0,36,12,21,1,False
65,28.8,23.0,25.5,35.1,27.7,30.8,13.7,19.4,19.4,0.0,8.0,7.6,19.1,133,2.81,7.0,79.899994,16.0,2011,11,30,0,36,12,21,1,False
55,30.1,23.0,26.2,36.1,27.7,31.6,19.37,3.0,3.0,0.0,8.0,6.4,20.2,45,3.87,7.0,79.899994,16.0,2011,12,1,0,37,12,22,1,False
55,29.4,23.7,26.1,36.7,28.4,31.6,18.3,3.2,3.2,0.0,6.0,9.1,21.2,177,3.63,7.0,79.899994,16.0,2011,12,2,0,37,12,22,1,False
51,29.9,23.5,26.5,35.5,28.3,31.6,19.4,0.2,0.2,0.0,2.0,8.0,19.1,221,3.97,7.0,79.899994,16.0,2011,12,3,0,37,12,22,1,False
51,29.6,23.3,26.3,36.3,28.0,31.4,19.42,0.5,0.5,0.0,3.0,8.3,20.5,332,3.98,7.0,79.899994,16.0,2011,12,4,0,38,12,22,1,False
1,30.2,23.6,26.5,35.6,27.9,31.3,20.81,0.0,0.0,0.0,0.0,8.7,20.9,32,4.19,7.0,79.899994,16.0,2011,12,5,0,38,12,23,1,False
2,30.3,23.5,26.7,34.6,27.5,31.0,20.37,0.0,0.0,0.0,0.0,12.0,26.3,15,4.19,7.0,79.899994,16.0,2011,12,6,0,39,12,23,1,False
2,29.8,23.4,26.3,33.1,26.6,29.3,21.61,0.0,0.0,0.0,0.0,18.1,37.1,10,4.62,7.0,79.899994,16.0,2011,12,7,0,39,12,23,1,False
3,29.7,23.0,26.0,34.7,26.4,30.6,16.28,0.0,0.0,0.0,0.0,5.7,15.8,115,3.36,7.0,79.899994,16.0,2011,12,8,0,40,12,24,1,False
53,30.1,23.2,26.4,36.4,27.6,31.7,20.22,4.5,4.5,0.0,10.0,9.9,20.9,24,4.08,7.0,79.899994,16.0,2011,12,9,0,40,12,24,1,False
61,30.0,23.9,26.4,36.3,28.4,31.8,16.5,7.7,7.7,0.0,9.0,6.3,19.1,103,3.41,7.0,79.899994,16.0,2011,12,10,0,41,12,24,1,False
63,30.3,23.6,26.2,36.3,28.5,31.6,18.21,22.3,22.3,0.0,12.0,8.7,25.6,122,3.7,7.0,79.899994,16.0,2011,12,11,0,41,12,25,1,False
63,29.2,23.9,25.5,35.5,28.1,30.6,13.3,41.0,41.0,0.0,21.0,11.1,25.2,14,2.7,7.0,79.899994,16.0,2011,12,12,0,42,12,25,1,False
63,29.8,24.0,26.0,36.0,28.3,31.3,15.2,17.1,17.1,0.0,16.0,10.1,25.9,51,3.12,7.0,79.899994,16.0,2011,12,13,0,42,12,26,1,False
61,27.1,23.5,25.1,32.0,27.7,29.8,8.23,10.6,10.6,0.0,15.0,7.3,27.0,26,1.75,7.0,79.899994,16.0,2011,12,14,0,43,12,26,1,False
53,27.7,23.1,25.0,31.4,27.1,28.9,11.24,3.7,3.7,0.0,11.0,9.8,27.4,34,2.44,7.0,79.899994,16.0,2011,12,15,0,43,12,27,1,False
61,29.3,23.3,26.0,34.5,26.3,30.0,14.85,3.6,3.6,0.0,4.0,11.9,24.1,20,3.29,7.0,79.899994,16.0,2011,12,16,0,44,12,27,1,False
63,30.3,23.3,26.0,34.2,25.7,28.9,20.31,6.8,6.8,0.0,4.0,17.7,35.6,13,4.48,7.0,79.899994,16.0,2011,12,17,0,44,12,28,1,False
63,29.7,23.5,25.9,33.9,26.4,30.2,13.47,13.8,13.8,0.0,11.0,16.9,36.0,21,2.84,7.0,79.899994,16.0,2011,12,18,0,45,12,28,1,False
63,27.4,23.2,24.7,31.8,27.0,29.0,6.84,30.5,30.5,0.0,24.0,11.6,24.8,11,1.51,7.0,79.899994,16.0,2011,12,19,0,45,12,29,1,False
65,26.1,23.4,24.7,30.3,26.7,28.5,4.09,43.6,43.6,0.0,13.0,12.7,33.5,12,1.14,7.0,79.899994,16.0,2011,12,20,0,46,12,29,1,False
61,27.6,23.3,25.3,30.6,24.3,27.5,11.02,7.7,7.7,0.0,10.0,22.0,40.3,3,2.96,7.0,79.899994,16.0,2011,12,21,0,46,12,30,1,False
53,27.7,23.3,25.0,30.5,25.2,27.6,8.95,3.8,3.8,0.0,14.0,15.9,38.2,10,2.41,7.0,79.899994,16.0,2011,12,22,0,47,12,30,1,False
55,24.9,22.8,23.9,27.7,25.2,26.5,7.47,5.5,5.5,0.0,11.0,19.8,37.8,3,1.71,7.0,79.899994,16.0,2011,12,23,0,47,12,31,1,False
2,28.7,23.2,25.5,31.4,25.3,27.9,16.57,0.0,0.0,0.0,0.0,20.9,41.0,2,3.73,7.0,79.899994,16.0,2011,12,24,0,48,12,31,1,False
2,28.9,22.7,25.3,32.4,24.2,27.4,21.61,0.0,0.0,0.0,0.0,19.7,42.8,357,4.7,7.0,79.899994,16.0,2011,12,25,0,48,12,32,1,False
3,27.7,22.1,24.7,29.5,23.9,27.1,18.17,0.0,0.0,0.0,0.0,21.3,42.1,350,3.75,7.0,79.899994,16.0,2011,12,26,0,49,12,32,1,False
1,27.5,18.9,23.3,30.0,20.3,25.4,21.07,0.0,0.0,0.0,0.0,19.9,39.2,345,4.11,7.0,79.899994,16.0,2011,12,27,0,49,12,33,1,False
2,28.2,20.2,24.6,32.3,21.8,27.9,21.01,0.0,0.0,0.0,0.0,14.8,30.2,316,4.13,7.0,79.899994,16.0,2011,12,28,0,50,12,33,1,False
3,28.6,21.6,25.8,32.3,25.0,29.9,19.46,0.0,0.0,0.0,0.0,16.2,33.5,256,3.9,7.0,79.899994,16.0,2011,12,29,0,50,12,34,1,False
51,27.8,23.8,25.6,31.3,26.8,29.2,15.72,1.1,1.1,0.0,4.0,14.3,31.7,200,3.3,7.0,79.899994,16.0,2011,12,30,0,51,12,34,1,False
2,29.2,23.4,25.8,33.8,26.6,29.6,21.41,0.0,0.0,0.0,0.0,12.0,25.6,169,4.33,7.0,79.899994,16.0,2011,12,31,0,51,12,35,1,False
2,29.1,21.1,25.5,34.7,24.7,29.6,22.72,0.0,0.0,0.0,0.0,7.7,19.1,171,4.49,7.0,79.899994,16.0,2012,1,1,0,51,12,35,1,False
0,29.9,21.3,25.2,35.8,24.8,29.6,23.13,0.0,0.0,0.0,0.0,10.8,23.0,218,4.57,7.0,79.899994,16.0,2012,1,2,0,52,12,36,1,False
1,30.8,21.9,26.2,34.9,25.8,30.6,22.63,0.0,0.0,0.0,0.0,11.4,27.4,2,4.53,7.0,79.899994,16.0,2012,1,3,0,52,12,36,1,False
61,30.3,22.4,26.3,36.1,26.8,31.4,17.22,3.0,3.0,0.0,4.0,5.8,25.6,208,3.49,7.0,79.899994,16.0,2012,1,4,0,53,12,37,1,False
63,29.9,22.7,25.7,36.2,27.1,31.1,13.99,16.5,16.5,0.0,11.0,9.0,25.2,263,2.85,7.0,79.899994,16.0,2012,1,5,0,53,12,37,1,False
63,29.7,22.9,25.6,35.7,27.4,30.5,16.46,11.8,11.8,0.0,7.0,8.8,24.1,51,3.39,7.0,79.899994,16.0,2012,1,6,0,54,12,38,1,False
63,29.5,23.7,25.8,36.1,28.3,31.1,17.33,7.8,7.8,0.0,10.0,4.9,20.2,47,3.5,7.0,79.899994,16.0,2012,1,7,0,54,12,38,1,False
63,29.9,23.1,25.6,37.3,28.0,31.1,17.34,17.2,17.2,0.0,8.0,9.1,25.9,30,3.49,7.0,79.899994,16.0,2012,1,8,0,54,12,39,1,False
61,29.9,23.0,26.0,35.7,27.8,31.2,18.88,3.2,3.2,0.0,8.0,7.6,23.0,112,3.8,7.0,79.899994,16.0,2012,1,9,0,55,12,39,1,False
53,29.2,23.0,25.9,35.1,27.5,30.8,20.15,2.2,2.2,0.0,7.0,10.3,23.0,206,3.99,7.0,79.899994,16.0,2012,1,10,0,55,12,40,1,False
51,29.1,23.1,25.9,35.2,27.4,31.0,20.2,0.1,0.1,0.0,1.0,9.7,24.8,326,3.95,7.0,79.899994,16.0,2012,1,11,0,55,12,40,1,False
1,30.3,22.8,26.1,34.6,27.0,30.3,21.46,0.0,0.0,0.0,0.0,7.7,21.2,23,4.35,7.0,79.899994,16.0,2012,1,12,0,56,12,41,1,False
1,30.1,23.0,26.1,34.0,25.3,28.8,23.25,0.0,0.0,0.0,0.0,14.6,32.0,14,5.05,7.0,79.899994,16.0,2012,1,13,0,56,12,41,1,False
1,29.7,22.3,25.5,32.5,22.7,27.2,21.7,0.0,0.0,0.0,0.0,19.4,36.4,14,5.05,7.0,79.899994,16.0,2012,1,14,0,56,12,42,1,False
2,28.1,21.5,24.5,29.1,22.4,25.1,20.63,0.0,0.0,0.0,0.0,20.1,40.0,12,4.91,7.0,79.899994,16.0,2012,1,15,0,56,12,42,1,False
2,28.7,21.2,24.6,31.6,22.2,27.0,20.96,0.0,0.0,0.0,0.0,12.3,29.2,14,4.24,7.0,79.899994,16.0,2012,1,16,0,57,12,42,1,False
2,28.6,21.1,24.8,31.2,23.1,27.9,17.13,0.0,0.0,0.0,0.0,8.9,19.8,348,3.54,7.0,79.899994,16.0,2012,1,17,0,57,12,43,1,False
3,29.0,21.1,25.0,33.9,24.5,28.8,21.94,0.0,0.0,0.0,0.0,9.8,18.0,324,4.4,7.0,79.899994,16.0,2012,1,18,0,57,12,43,1,False
3,29.0,22.1,25.7,33.8,26.0,29.3,19.7,0.0,0.0,0.0,0.0,11.5,25.2,225,4.08,7.0,79.899994,16.0,2012,1,19,0,57,12,44,1,False
3,29.0,22.8,25.8,32.2,27.2,29.8,16.69,0.0,0.0,0.0,0.0,10.8,25.6,302,3.52,7.0,79.899994,16.0,2012,1,20,0,58,12,44,1,False
51,29.1,21.8,25.6,32.8,25.7,29.3,16.96,0.8,0.8,0.0,3.0,10.5,24.5,307,3.58,7.0,79.899994,16.0,2012,1,21,0,58,12,45,1,False
51,29.6,21.9,25.9,33.5,25.5,29.9,18.19,0.4,0.4,0.0,4.0,7.0,20.2,24,3.64,7.0,79.899994,16.0,2012,1,22,0,58,12,45,1,False
51,30.1,23.3,26.4,33.3,25.9,29.0,18.04,0.2,0.2,0.0,2.0,9.7,25.9,14,4.12,7.0,79.899994,16.0,2012,1,23,0,58,12,45,1,False
3,30.1,22.5,25.9,32.6,24.4,28.0,20.03,0.0,0.0,0.0,0.0,11.3,27.7,21,4.59,7.0,79.899994,16.0,2012,1,24,0,58,12,46,1,False
3,30.8,22.2,26.2,33.9,23.9,28.4,21.69,0.0,0.0,0.0,0.0,12.0,26.6,356,4.96,7.0,79.899994,16.0,2012,1,25,0,58,12,46,1,False
1,31.5,22.4,26.4,34.8,23.8,29.3,24.05,0.0,0.0,0.0,0.0,12.1,30.6,6,5.11,7.0,79.899994,16.0,2012,1,26,0,58,12,46,1,False
51,31.0,22.5,26.3,34.2,26.4,30.1,18.37,0.1,0.1,0.0,1.0,7.9,22.0,321,3.95,7.0,79.899994,16.0,2012,1,27,0,58,12,47,1,False
2,31.7,22.5,27.0,35.3,26.2,30.3,22.05,0.0,0.0,0.0,0.0,9.5,24.1,356,4.85,7.0,79.899994,16.0,2012,1,28,0,59,12,47,1,False
1,31.4,22.7,26.7,35.0,25.8,29.8,22.78,0.0,0.0,0.0,0.0,10.0,24.8,345,4.94,7.0,79.899994,16.0,2012,1,29,0,59,12,47,1,False
51,31.7,22.2,26.8,34.9,25.2,29.6,23.51,0.5,0.5,0.0,2.0,8.7,23.4,331,5.04,7.0,79.899994,16.0,2012,1,30,0,59,12,48,1,False
51,31.7,23.1,27.1,35.6,26.0,29.9,22.28,0.5,0.5,0.0,2.0,10.5,22.3,18,4.93,7.0,79.899994,16.0,2012,1,31,0,59,12,48,1,False
51,32.6,23.5,27.6,35.4,25.4,29.8,23.97,0.3,0.3,0.0,1.0,12.4,30.6,21,5.47,7.0,79.899994,16.0,2012,2,1,0,59,12,48,1,False
2,32.6,23.7,27.6,35.8,25.8,30.3,20.36,0.0,0.0,0.0,0.0,15.8,33.5,23,4.7,7.0,79.899994,16.0,2012,2,2,0,59,12,49,1,False
51,32.9,24.2,28.1,37.5,27.2,31.6,20.04,0.8,0.8,0.0,3.0,12.6,26.6,32,4.45,7.0,79.899994,16.0,2012,2,3,0,59,12,49,1,False
51,32.8,25.0,28.2,37.3,28.2,31.9,21.26,0.5,0.5,0.0,2.0,13.0,33.1,41,4.81,7.0,79.899994,16.0,2012,2,4,0,59,12,49,1,False
63,32.1,24.1,26.8,36.8,28.2,31.0,19.08,14.6,14.6,0.0,10.0,12.1,32.0,13,4.16,7.0,79.899994,16.0,2012,2,5,0,59,12,50,1,False
61,30.4,23.9,26.6,34.2,28.4,31.2,13.52,2.4,2.4,0.0,4.0,7.4,24.1,324,2.93,7.0,79.899994,16.0,2012,2,6,0,59,12,50,1,False
61,31.8,24.1,26.9,36.5,28.4,31.5,17.25,4.2,4.2,0.0,6.0,9.6,23.8,40,3.65,7.0,79.899994,16.0,2012,2,7,0,58,12,50,1,False
61,30.0,24.0,26.7,36.4,28.4,32.0,17.62,3.0,3.0,0.0,7.0,6.3,29.2,135,3.62,7.0,79.899994,16.0,2012,2,8,0,58,12,50,1,False
63,30.5,23.8,26.2,34.8,28.9,31.0,16.08,7.9,7.9,0.0,4.0,11.5,28.1,136,3.4,7.0,79.899994,16.0,2012,2,9,0,58,12,50,1,False
53,29.9,23.6,25.9,36.4,28.7,31.2,17.46,2.4,2.4,0.0,5.0,7.9,24.5,182,3.53,7.0,79.899994,16.0,2012,2,10,0,58,12,51,1,False
51,31.8,22.8,26.9,35.8,27.4,31.3,21.88,0.8,0.8,0.0,3.0,10.3,24.8,358,4.6,7.0,79.899994,16.0,2012,2,11,0,58,12,51,1,False
3,32.2,22.8,26.8,37.0,27.0,30.8,22.69,0.0,0.0,0.0,0.0,11.4,23.0,291,4.89,7.0,79.899994,16.0,2012,2,12,0,58,12,51,1,False
2,32.2,23.0,27.5,37.5,27.0,31.8,22.74,0.0,0.0,0.0,0.0,7.7,22.3,49,4.71,7.0,79.899994,16.0,2012,2,13,0,58,12,51,1,False
63,31.6,23.7,26.0,37.7,27.6,30.8,17.56,65.0,65.0,0.0,15.0,8.8,23.4,204,3.7,7.0,79.899994,16.0,2012,2,14,0,57,12,51,1,False
63,27.7,23.8,25.4,32.8,28.9,30.5,12.21,18.0,18.0,0.0,12.0,11.5,25.2,23,2.43,7.0,79.899994,16.0,2012,2,15,0,57,12,51,1,False
61,29.7,23.4,25.9,35.6,28.5,30.9,17.42,6.2,6.2,0.0,7.0,10.0,22.3,123,3.53,7.0,79.899994,16.0,2012,2,16,0,57,12,51,1,False
63,29.6,22.9,25.6,35.8,27.5,30.9,18.49,11.5,11.5,0.0,6.0,11.3,25.6,216,3.71,7.0,79.899994,16.0,2012,2,17,0,57,12,52,1,False
2,31.3,22.6,26.3,36.4,25.4,30.6,22.53,0.0,0.0,0.0,0.0,8.6,19.8,10,4.64,7.0,79.899994,16.0,2012,2,18,0,56,12,52,1,False
2,31.1,22.0,26.2,35.7,24.9,30.0,23.77,0.0,0.0,0.0,0.0,9.5,20.9,25,4.85,7.0,79.899994,16.0,2012,2,19,0,56,12,52,1,False
2,31.6,21.6,26.1,36.0,25.1,30.5,20.69,0.0,0.0,0.0,0.0,9.4,20.9,55,4.32,7.0,79.899994,16.0,2012,2,20,0,56,12,52,1,False
2,31.0,21.6,25.8,36.0,24.8,30.0,22.5,0.0,0.0,0.0,0.0,8.4,18.0,293,4.65,7.0,79.899994,16.0,2012,2,21,0,56,12,52,1,False
2,31.2,21.6,25.9,36.0,24.5,29.7,23.24,0.0,0.0,0.0,0.0,9.0,18.7,75,4.83,7.0,79.899994,16.0,2012,2,22,0,55,12,52,1,False
2,30.7,21.7,25.7,34.4,24.6,29.3,20.97,0.0,0.0,0.0,0.0,9.1,20.9,62,4.3,7.0,79.899994,16.0,2012,2,23,0,55,12,52,1,False
3,29.2,22.2,25.4,33.0,26.2,29.4,12.95,0.0,0.0,0.0,0.0,6.3,17.3,307,2.85,7.0,79.899994,16.0,2012,2,24,0,55,12,52,1,False
3,32.2,22.3,26.9,35.5,25.7,30.4,21.19,0.0,0.0,0.0,0.0,10.4,20.2,7,4.57,7.0,79.899994,16.0,2012,2,25,0,54,12,52,1,False
51,29.7,23.7,26.6,35.1,27.3,31.3,17.51,0.8,0.8,0.0,4.0,8.7,26.6,62,3.65,7.0,79.899994,16.0,2012,2,26,0,54,12,52,1,False
63,30.3,23.2,26.4,36.0,27.6,31.5,17.77,11.9,11.9,0.0,10.0,11.1,26.6,188,3.67,7.0,79.899994,16.0,2012,2,27,0,54,12,52,1,False
61,29.7,23.4,26.1,36.7,28.2,31.7,17.64,6.9,6.9,0.0,14.0,9.4,27.0,184,3.56,7.0,79.899994,16.0,2012,2,28,0,53,12,52,1,False
61,29.4,23.8,26.7,36.0,28.7,32.0,17.25,1.7,1.7,0.0,2.0,9.4,20.9,185,3.51,7.0,79.899994,16.0,2012,2,29,0,53,12,52,1,False
63,30.1,24.0,26.5,37.9,29.2,32.3,20.38,7.2,7.2,0.0,5.0,8.1,21.6,164,4.1,7.0,79.899994,16.0,2012,3,1,0,53,12,52,1,False
51,31.1,23.8,27.2,38.7,28.6,32.7,23.92,0.2,0.2,0.0,1.0,9.1,21.6,191,4.93,7.0,79.899994,16.0,2012,3,2,0,52,12,52,1,False
2,30.4,24.3,27.0,36.9,29.1,32.2,22.75,0.0,0.0,0.0,0.0,11.3,24.8,219,4.65,7.0,79.899994,16.0,2012,3,3,0,52,12,52,1,False
51,30.3,24.3,27.1,36.6,29.7,32.2,21.67,1.0,1.0,0.0,4.0,12.1,27.7,203,4.42,7.0,79.899994,16.0,2012,3,4,0,51,12,52,1,False
51,30.9,24.2,27.0,37.4,29.1,32.1,22.6,1.2,1.2,0.0,6.0,10.8,23.4,191,4.73,7.0,79.899994,16.0,2012,3,5,0,51,12,52,1,False
51,30.4,23.7,26.8,35.3,28.7,31.6,21.77,1.1,1.1,0.0,6.0,16.7,30.6,315,4.51,7.0,79.899994,16.0,2012,3,6,0,51,12,52,1,False
51,29.3,24.0,26.6,34.3,28.8,31.2,19.45,2.9,2.9,0.0,9.0,13.5,31.0,276,4.01,7.0,79.899994,16.0,2012,3,7,0,50,12,52,1,False
51,29.6,23.8,26.7,33.6,28.7,31.1,20.94,0.9,0.9,0.0,6.0,18.2,37.4,280,4.32,7.0,79.899994,16.0,2012,3,8,0,50,12,52,1,False
2,30.6,24.3,27.3,36.5,29.5,32.4,23.28,0.0,0.0,0.0,0.0,13.0,29.9,244,4.77,7.0,79.899994,16.0,2012,3,9,0,49,12,52,1,False
53,30.1,24.1,26.8,36.0,29.1,32.0,18.19,2.0,2.0,0.0,7.0,14.9,36.7,269,3.75,7.0,79.899994,16.0,2012,3,10,0,49,12,52,1,False
55,30.0,23.6,26.5,35.3,28.2,31.3,20.6,4.6,4.6,0.0,12.0,13.4,30.2,188,4.21,7.0,79.899994,16.0,2012,3,11,0,48,12,52,1,False
53,29.6,24.0,26.7,35.9,28.6,31.8,21.64,1.5,1.5,0.0,5.0,7.5,22.3,157,4.4,7.0,79.899994,16.0,2012,3,12,0,48,12,52,1,False
65,30.2,23.6,26.6,37.1,28.5,32.0,21.89,55.6,55.6,0.0,14.0,11.3,24.8,187,4.41,7.0,79.899994,16.0,2012,3,13,0,47,12,52,1,False
63,30.1,24.4,26.8,36.9,29.1,32.4,22.52,13.2,13.2,0.0,17.0,7.6,23.0,176,4.57,7.0,79.899994,16.0,2012,3,14,0,47,12,51,1,False
61,29.5,24.2,26.5,37.4,28.9,32.0,18.04,2.6,2.6,0.0,8.0,9.3,24.1,205,3.64,7.0,79.899994,16.0,2012,3,15,0,47,12,51,1,False
63,29.7,23.8,26.3,37.0,28.3,31.6,20.2,7.6,7.6,0.0,10.0,14.0,28.8,184,4.0,7.0,79.899994,16.0,2012,3,16,0,46,12,51,1,False
61,30.1,23.7,26.5,38.1,28.3,32.1,22.78,5.1,5.1,0.0,5.0,11.4,29.2,163,4.58,7.0,79.899994,16.0,2012,3,17,0,46,12,51,1,False
51,30.4,24.2,27.1,37.0,29.3,32.5,23.25,0.4,0.4,0.0,3.0,8.4,21.2,178,4.75,7.0,79.899994,16.0,2012,3,18,0,45,12,51,1,False
53,30.2,23.9,27.2,36.7,28.8,32.5,22.77,1.3,1.3,0.0,7.0,9.7,24.1,197,4.65,7.0,79.899994,16.0,2012,3,19,0,45,12,51,1,False
51,30.1,24.2,27.1,36.1,29.2,32.3,22.56,1.7,1.7,0.0,9.0,9.8,23.4,194,4.59,7.0,79.899994,16.0,2012,3,20,0,44,12,51,1,False
51,29.8,24.0,26.7,35.6,28.9,31.8,22.15,2.2,2.2,0.0,10.0,13.6,29.2,210,4.47,7.0,79.899994,16.0,2012,3,21,0,44,12,51,1,False
53,29.5,24.0,26.6,35.2,29.2,31.7,22.17,2.3,2.3,0.0,6.0,14.7,32.0,239,4.4,7.0,79.899994,16.0,2012,3,22,0,43,12,51,1,False
51,30.3,24.0,27.1,37.2,29.2,32.9,22.1,0.6,0.6,0.0,3.0,10.5,25.6,259,4.46,7.0,79.899994,16.0,2012,3,23,0,43,12,51,1,False
51,30.6,23.9,27.1,36.9,28.7,32.3,22.96,0.2,0.2,0.0,1.0,11.6,24.8,183,4.71,7.0,79.899994,16.0,2012,3,24,0,42,12,50,1,False
1,31.0,23.6,27.0,36.9,28.1,31.8,25.03,0.0,0.0,0.0,0.0,8.1,20.9,197,5.19,7.0,79.899994,16.0,2012,3,25,0,42,12,50,1,False
51,30.8,23.7,27.0,37.2,28.0,31.8,24.51,1.2,1.2,0.0,6.0,9.4,22.3,176,5.06,7.0,79.899994,16.0,2012,3,26,0,41,12,50,1,False
51,31.1,23.6,27.2,37.7,27.9,32.2,24.39,0.6,0.6,0.0,2.0,10.7,23.4,172,5.06,7.0,79.899994,16.0,2012,3,27,0,41,12,50,1,False
63,31.3,24.3,27.0,39.2,29.4,32.4,23.94,7.2,7.2,0.0,5.0,10.2,27.7,107,4.9,7.0,79.899994,16.0,2012,3,28,0,40,12,50,1,False
63,30.4,24.1,26.6,37.2,29.0,32.0,22.43,8.5,8.5,0.0,9.0,12.2,27.4,180,4.5,7.0,79.899994,16.0,2012,3,29,0,40,12,50,1,False
55,29.9,24.5,26.8,36.3,29.5,32.0,19.17,2.7,2.7,0.0,6.0,14.0,30.2,247,3.86,7.0,79.899994,16.0,2012,3,30,0,39,12,50,1,False
51,30.7,24.7,27.5,37.7,29.7,33.1,22.83,0.7,0.7,0.0,4.0,13.4,29.9,216,4.64,7.0,79.899994,16.0,2012,3,31,0,39,12,50,1,False
53,30.4,24.4,27.0,37.1,29.1,32.0,21.6,2.1,2.1,0.0,7.0,11.0,26.3,160,4.45,7.0,79.899994,16.0,2012,4,1,0,38,12,50,1,False
53,30.8,24.2,26.8,37.7,29.1,31.7,20.57,1.9,1.9,0.0,3.0,14.4,29.9,162,4.25,7.0,79.899994,16.0,2012,4,2,0,38,12,49,1,False
