weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,shortwave_radiation_sum,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,et0_fao_evapotranspiration,latitude,longitude,elevation,year,month,day,sunrise_hour,sunrise_minute,sunset_hour,sunset_minute,city_Colombo
63,29.4,25.1,26.8,35.5,30.0,32.2,18.02,10.2,10.2,0.0,21.0,16.3,43.9,261,3.5,7.0,79.899994,16.0,2010,6,27,0,27,12,59,1
63,28.4,25.1,26.0,33.3,29.3,30.5,10.91,36.3,36.3,0.0,24.0,18.5,42.8,254,2.23,7.0,79.899994,16.0,2010,6,28,0,28,12,59,1
63,29.2,24.9,26.6,33.6,28.7,30.7,15.3,19.6,19.6,0.0,19.0,19.8,45.7,234,3.16,7.0,79.899994,16.0,2010,6,29,0,28,12,59,1
63,28.5,24.7,26.4,31.4,28.4,30.5,16.03,13.3,13.3,0.0,8.0,21.7,46.4,248,3.24,7.0,79.899994,16.0,2010,6,30,0,28,12,59,1
63,27.9,24.6,25.9,32.5,28.2,30.1,13.92,17.1,17.1,0.0,20.0,20.5,47.9,241,2.68,7.0,79.899994,16.0,2010,7,1,0,28,13,0,1
53,28.1,25.2,26.2,33.3,29.7,31.0,17.25,3.5,3.5,0.0,16.0,18.5,46.8,245,3.2,7.0,79.899994,16.0,2010,7,2,0,29,13,0,1
51,28.1,24.6,26.1,33.1,28.8,30.9,17.04,5.1,5.1,0.0,20.0,16.3,42.1,251,3.23,7.0,79.899994,16.0,2010,7,3,0,29,13,0,1
53,28.4,24.7,26.3,33.9,29.7,31.4,14.12,3.5,3.5,0.0,16.0,16.6,36.4,255,2.77,7.0,79.899994,16.0,2010,7,4,0,29,13,0,1
63,27.3,25.1,25.8,32.6,29.9,31.1,9.65,24.7,24.7,0.0,21.0,17.0,52.9,273,1.91,7.0,79.899994,16.0,2010,7,5,0,29,13,0,1
51,28.4,24.2,26.4,32.6,29.7,31.2,14.72,0.6,0.6,0.0,4.0,21.8,45.7,287,2.98,7.0,79.899994,16.0,2010,7,6,0,30,13,0,1
55,30.4,24.2,27.0,36.8,29.4,32.6,18.27,2.3,2.3,0.0,4.0,10.9,21.2,255,3.82,7.0,79.899994,16.0,2010,7,7,0,30,13,0,1
63,29.9,24.0,26.7,37.6,29.1,32.5,18.11,10.0,10.0,0.0,9.0,9.7,25.2,266,3.66,7.0,79.899994,16.0,2010,7,8,0,30,13,0,1
61,30.2,24.1,26.6,38.3,28.9,32.4,21.27,5.4,5.4,0.0,10.0,8.3,22.7,138,4.28,7.0,79.899994,16.0,2010,7,9,0,30,13,0,1
55,30.3,24.5,27.0,36.3,29.2,31.9,21.55,2.4,2.4,0.0,4.0,16.1,32.0,174,4.33,7.0,79.899994,16.0,2010,7,10,0,30,13,0,1
61,28.9,25.1,26.8,33.3,30.0,31.2,17.38,2.0,2.0,0.0,4.0,17.7,35.3,187,3.53,7.0,79.899994,16.0,2010,7,11,0,31,13,0,1
61,28.1,24.5,26.0,32.7,28.6,30.5,16.85,10.9,10.9,0.0,16.0,18.6,38.2,189,3.2,7.0,79.899994,16.0,2010,7,12,0,31,13,1,1
61,27.7,24.9,26.2,32.3,29.4,30.7,15.29,5.2,5.2,0.0,14.0,16.6,35.6,226,3.02,7.0,79.899994,16.0,2010,7,13,0,31,13,1,1
63,28.6,24.4,26.2,33.4,28.9,31.0,14.97,15.4,15.4,0.0,22.0,17.3,39.2,259,2.93,7.0,79.899994,16.0,2010,7,14,0,31,13,1,1
61,28.3,24.5,26.2,33.1,28.6,30.6,16.31,12.5,12.5,0.0,21.0,17.8,42.1,252,3.17,7.0,79.899994,16.0,2010,7,15,0,31,13,1,1
63,27.8,24.5,25.8,31.1,28.0,29.5,10.39,14.6,14.6,0.0,14.0,21.4,52.6,267,2.23,7.0,79.899994,16.0,2010,7,16,0,32,13,1,1
63,28.0,25.2,26.1,33.3,29.8,30.9,15.02,13.9,13.9,0.0,22.0,19.8,48.2,261,2.83,7.0,79.899994,16.0,2010,7,17,0,32,13,1,1
63,28.7,24.8,26.6,33.0,28.8,31.1,17.55,13.1,13.1,0.0,20.0,22.0,54.7,265,3.38,7.0,79.899994,16.0,2010,7,18,0,32,13,1,1
63,28.4,24.8,26.1,34.1,29.4,30.9,11.92,21.4,21.4,0.0,24.0,21.1,47.5,267,2.4,7.0,79.899994,16.0,2010,7,19,0,32,13,1,1
